,1a,2a,3a,4a,3b
2014-05-30,5.96399,5.96063,5.98788,5.97824,20.19723
2014-05-31,5.96399,5.96063,5.98788,5.97824,20.19723
2014-06-01,5.96399,5.96063,5.98788,5.97824,20.19723
2014-06-02,5.97826,5.96696,6.0014,5.98959,20.22942
2014-06-03,5.98967,5.98795,6.01175,6.00403,20.2128
2014-06-04,6.004,5.98454,6.00969,5.99883,20.20075
2014-06-05,5.99879,5.97283,6.01356,5.97866,20.3145
2014-06-06,5.9785,5.94068,5.98678,5.94503,20.17097
2014-06-07,5.9785,5.94068,5.98678,5.94503,20.17097
2014-06-08,5.9785,5.94068,5.98678,5.94503,20.17097
2014-06-09,5.94511,5.93405,5.97364,5.97064,20.2049
2014-06-10,5.97054,5.94344,5.98586,5.97995,20.27922
2014-06-11,5.97995,5.97435,6.00415,5.99109,20.29305
2014-06-12,5.99117,5.97944,6.00668,5.98332,20.29625
2014-06-13,5.98332,5.97945,6.01475,5.9941,20.2815
2014-06-14,5.98332,5.97945,6.01475,5.9941,20.2815
2014-06-15,5.98332,5.97945,6.01475,5.9941,20.2815
2014-06-16,5.99408,5.98057,6.00764,5.98757,20.3085
2014-06-17,5.98755,5.98668,6.00897,6.00189,20.2635
2014-06-18,6.00193,6.00067,6.03857,6.00805,20.269
2014-06-19,6.0081,5.99278,6.13133,6.11793,20.2088
2014-06-20,6.11793,6.10812,6.16187,6.12298,20.2185
2014-06-21,6.11793,6.10812,6.16187,6.12298,20.2185
2014-06-22,6.11793,6.10812,6.16187,6.12298,20.2185
2014-06-23,6.12302,6.10622,6.13671,6.10855,20.22525
2014-06-24,6.10855,6.08796,6.12279,6.10759,20.1923
2014-06-25,6.10758,6.10444,6.14872,6.1304,20.16361
2014-06-26,6.13032,6.11988,6.15942,6.12718,20.21888
2014-06-27,6.1272,6.11788,6.15348,6.12835,20.17883
2014-06-28,6.1272,6.11788,6.15348,6.12835,20.17883
2014-06-29,6.1272,6.11788,6.15348,6.12835,20.17883
2014-06-30,6.12835,6.11972,6.1669,6.13211,20.12002
2014-07-01,6.13226,6.12545,6.17379,6.16443,20.0655
2014-07-02,6.16429,6.1609,6.1832,6.17304,20.10177
2014-07-03,6.17307,6.16728,6.25873,6.18951,20.17183
2014-07-04,6.18944,6.17913,6.21738,6.1903,20.2015
2014-07-05,6.18944,6.17913,6.21738,6.1903,20.2015
2014-07-06,6.18944,6.17913,6.21738,6.1903,20.2015
2014-07-07,6.1903,6.15072,6.20165,6.15753,20.2115
2014-07-08,6.15755,6.15527,6.1909,6.1845,20.18563
2014-07-09,6.18451,6.1452,6.1887,6.15097,20.17101
2014-07-10,6.15098,6.14317,6.17435,6.1689,20.1875
2014-07-11,6.16889,6.15073,6.1828,6.17619,20.1795
2014-07-12,6.16889,6.15073,6.1828,6.17619,20.1795
2014-07-13,6.16889,6.15073,6.1828,6.17619,20.1795
2014-07-14,6.17624,6.16479,6.18517,6.17855,20.166
2014-07-15,6.17862,6.17421,6.22057,6.2097,20.22284
2014-07-16,6.2097,6.19127,6.22697,6.196,20.29094
2014-07-17,6.196,6.18779,6.21735,6.21104,20.2965
2014-07-18,6.21101,6.16859,6.21425,6.1832,20.3275
2014-07-19,6.21101,6.16859,6.21425,6.1832,20.3275
2014-07-20,6.21101,6.16859,6.21425,6.1832,20.3275
2014-07-21,6.18308,6.17547,6.22166,6.19385,20.3255
2014-07-22,6.19395,6.17751,6.20002,6.18759,20.4115
2014-07-23,6.18758,6.174,6.2009,6.19452,20.40915
2014-07-24,6.1945,6.19152,6.22314,6.19996,20.4207
2014-07-25,6.19997,6.19117,6.22747,6.2189,20.45995
2014-07-26,6.19997,6.19117,6.22747,6.2189,20.45995
2014-07-27,6.19997,6.19117,6.22747,6.2189,20.45995
2014-07-28,6.21884,6.20346,6.23109,6.22962,20.45609
2014-07-29,6.22952,6.22195,6.2552,6.24586,20.50994
2014-07-30,6.24578,6.24122,6.27883,6.25515,20.59895
2014-07-31,6.25511,6.25219,6.29827,6.28214,20.68444
2014-08-01,6.28218,6.25962,6.30271,6.26179,20.6725
2014-08-02,6.28218,6.25962,6.30271,6.26179,20.6725
2014-08-03,6.28218,6.25962,6.30271,6.26179,20.6725
2014-08-04,6.26183,6.25699,6.29141,6.2622,20.6105
2014-08-05,6.26228,6.25483,6.28303,6.27915,20.7993
2014-08-06,6.27915,6.25715,6.30621,6.25888,21.02438
2014-08-07,6.25887,6.23596,6.28551,6.25685,20.83794
2014-08-08,6.25685,6.21665,6.26202,6.2292,20.81384
2014-08-09,6.25685,6.21665,6.26202,6.2292,20.81384
2014-08-10,6.25685,6.21665,6.26202,6.2292,20.81384
2014-08-11,6.22926,6.17569,6.24861,6.18786,20.81968
2014-08-12,6.18786,6.16761,6.19295,6.179,20.88873
2014-08-13,6.17899,6.14398,6.18232,6.15671,20.8695
2014-08-14,6.15674,6.13325,6.16382,6.15315,20.91563
2014-08-15,6.15315,6.12939,6.16105,6.13096,20.8665
2014-08-16,6.15315,6.12939,6.16105,6.13096,20.8665
2014-08-17,6.15315,6.12939,6.16105,6.13096,20.8665
2014-08-18,6.13097,6.12987,6.16082,6.15618,20.90615
2014-08-19,6.15616,6.13355,6.17002,6.16983,21.02525
2014-08-20,6.16981,6.16792,6.19822,6.19535,21.056
2014-08-21,6.19535,6.13565,6.19692,6.14438,21.061
2014-08-22,6.14438,6.13142,6.18446,6.17745,21.09059
2014-08-23,6.14438,6.13142,6.18446,6.17745,21.09059
2014-08-24,6.14438,6.13142,6.18446,6.17745,21.09059
2014-08-25,6.17735,6.16606,6.19387,6.16915,21.12696
2014-08-26,6.16915,6.1607,6.18365,6.18093,21.10398
2014-08-27,6.18088,6.16131,6.18838,6.17215,21.06325
2014-08-28,6.17215,6.1649,6.19304,6.18078,21.13485
2014-08-29,6.18075,6.16774,6.20084,6.19821,21.14921
2014-08-30,6.18075,6.16774,6.20084,6.19821,21.14921
2014-08-31,6.18075,6.16774,6.20084,6.19821,21.14921
2014-09-01,6.19813,6.17448,6.20805,6.19208,21.13542
2014-09-02,6.19212,6.18112,6.2043,6.19645,21.21
2014-09-03,6.19645,6.18484,6.23037,6.21672,21.13125
2014-09-04,6.21671,6.20288,6.27439,6.26548,21.37632
2014-09-05,6.26548,6.25627,6.28961,6.28884,21.357
2014-09-06,6.26548,6.25627,6.28961,6.28884,21.357
2014-09-07,6.26548,6.25627,6.28961,6.28884,21.357
2014-09-08,6.28887,6.28579,6.34436,6.34315,21.434
2014-09-09,6.34315,6.32924,6.36133,6.34579,21.5115
2014-09-10,6.34582,6.32605,6.36223,6.33998,21.49425
2014-09-11,6.34003,6.33097,6.38241,6.37782,21.4225
2014-09-12,6.37779,6.34797,6.38973,6.3634,21.38385
2014-09-13,6.37779,6.34797,6.38973,6.3634,21.38385
2014-09-14,6.37779,6.34797,6.38973,6.3634,21.38385
2014-09-15,6.36334,6.36,6.41186,6.39044,21.36258
2014-09-16,6.3905,6.38176,6.41741,6.40192,21.3295
2014-09-17,6.40188,6.38922,6.45573,6.43294,21.422
2014-09-18,6.43296,6.31653,6.44045,6.32049,21.40753
2014-09-19,6.32053,6.31627,6.36267,6.34372,21.4735
2014-09-20,6.32053,6.31627,6.36267,6.34372,21.4735
2014-09-21,6.32053,6.31627,6.36267,6.34372,21.4735
2014-09-22,6.34375,6.33454,6.36345,6.34712,21.46235
2014-09-23,6.34712,6.31868,6.3574,6.34273,21.425
2014-09-24,6.34276,6.33882,6.40234,6.39851,21.536
2014-09-25,6.39849,6.38751,6.41949,6.39812,21.70025
2014-09-26,6.3981,6.39571,6.46263,6.45828,21.711
2014-09-27,6.3981,6.39571,6.46263,6.45828,21.711
2014-09-28,6.3981,6.39571,6.46263,6.45828,21.711
2014-09-29,6.45831,6.43325,6.46671,6.4382,21.7345
2014-09-30,6.43819,6.39685,6.4622,6.43265,21.8685
2014-10-01,6.43265,6.41619,6.46396,6.42624,21.84625
2014-10-02,6.42626,6.42422,6.4707,6.45002,21.78825
2014-10-03,6.44992,6.44304,6.5424,6.52365,21.9825
2014-10-04,6.44992,6.44304,6.5424,6.52365,21.9825
2014-10-05,6.44992,6.44304,6.5424,6.52365,21.9825
2014-10-06,6.52375,6.46508,6.52546,6.49042,21.9433
2014-10-07,6.49035,6.45022,6.49252,6.47246,21.81625
2014-10-08,6.47247,6.42442,6.48814,6.42906,21.7475
2014-10-09,6.42908,6.40643,6.47828,6.46741,21.68241
2014-10-10,6.46739,6.46422,6.54208,6.49251,21.82246
2014-10-11,6.46739,6.46422,6.54208,6.49251,21.82246
2014-10-12,6.46739,6.46422,6.54208,6.49251,21.82246
2014-10-13,6.49251,6.45591,6.5098,6.48327,21.73245
2014-10-14,6.48319,6.47282,6.58725,6.57617,21.80565
2014-10-15,6.57616,6.49004,6.64476,6.55254,21.8008
2014-10-16,6.55254,6.53383,6.67751,6.54409,21.68212
2014-10-17,6.54407,6.52399,6.5686,6.53983,21.56499
2014-10-18,6.54407,6.52399,6.5686,6.53983,21.56499
2014-10-19,6.54407,6.52399,6.5686,6.53983,21.56499
2014-10-20,6.53991,6.53937,6.58528,6.54912,21.63161
2014-10-21,6.54918,6.53219,6.57303,6.56406,21.70843
2014-10-22,6.56407,6.55492,6.62686,6.61532,21.90726
2014-10-23,6.61532,6.55636,6.6414,6.57025,21.96551
2014-10-24,6.57025,6.56426,6.60092,6.57077,21.93423
2014-10-25,6.57025,6.56426,6.60092,6.57077,21.93423
2014-10-26,6.57025,6.56426,6.60092,6.57077,21.93423
2014-10-27,6.57069,6.56838,6.62385,6.58448,21.86592
2014-10-28,6.58444,6.58306,6.63916,6.61174,21.89671
2014-10-29,6.61176,6.60265,6.71381,6.70611,21.97185
2014-10-30,6.70606,6.69355,6.7414,6.70442,22.11188
2014-10-31,6.70442,6.68673,6.80065,6.7684,22.31794
2014-11-01,6.70442,6.68673,6.80065,6.7684,22.31794
2014-11-02,6.70442,6.68673,6.80065,6.7684,22.31794
2014-11-03,6.76843,6.75315,6.81055,6.80812,22.28348
2014-11-04,6.80822,6.80057,6.9023,6.88482,22.2375
2014-11-05,6.88485,6.81974,6.93365,6.82934,22.31485
2014-11-06,6.82932,6.79432,6.87752,6.86786,22.44136
2014-11-07,6.86785,6.78626,6.87736,6.79031,22.43
2014-11-08,6.86785,6.78626,6.87736,6.79031,22.43
2014-11-09,6.86785,6.78626,6.87736,6.79031,22.43
2014-11-10,6.79025,6.73111,6.81654,6.81511,22.2185
2014-11-11,6.81509,6.77894,6.84506,6.80222,22.26576
2014-11-12,6.80221,6.73781,6.80965,6.80095,22.23358
2014-11-13,6.80095,6.75425,6.80395,6.80006,22.2147
2014-11-14,6.80008,6.72031,6.81273,6.7314,22.30205
2014-11-15,6.80008,6.72031,6.81273,6.7314,22.30205
2014-11-16,6.80008,6.72031,6.81273,6.7314,22.30205
2014-11-17,6.7314,6.7294,6.79362,6.77523,22.24417
2014-11-18,6.77526,6.7158,6.7783,6.75102,22.18962
2014-11-19,6.75084,6.72908,6.81274,6.78555,22.11923
2014-11-20,6.78564,6.7425,6.81582,6.76144,22.14495
2014-11-21,6.76143,6.73756,6.81436,6.78555,22.3688
2014-11-22,6.76143,6.73756,6.81436,6.78555,22.3688
2014-11-23,6.76143,6.73756,6.81436,6.78555,22.3688
2014-11-24,6.78601,6.76859,6.80567,6.80041,22.34988
2014-11-25,6.80039,6.7846,6.82611,6.80698,22.23552
2014-11-26,6.80701,6.79674,6.83554,6.82573,22.1715
2014-11-27,6.82569,6.81107,6.95488,6.94721,22.163
2014-11-28,6.94726,6.92676,7.05898,7.03775,22.23959
2014-11-29,6.94726,6.92676,7.05898,7.03775,22.23959
2014-11-30,6.94726,6.92676,7.05898,7.03775,22.23959
2014-12-01,7.03775,6.91555,7.05538,6.95366,22.2365
2014-12-02,6.95368,6.95047,7.03521,7.02212,22.30569
2014-12-03,7.0221,6.99989,7.05263,7.04035,22.44602
2014-12-04,7.04034,6.99657,7.09909,7.06105,22.48887
2014-12-05,7.06095,7.05626,7.18087,7.14626,22.50003
2014-12-06,7.06095,7.05626,7.18087,7.14626,22.50003
2014-12-07,7.06095,7.05626,7.18087,7.14626,22.50003
2014-12-08,7.14631,7.12748,7.18625,7.16717,22.54525
2014-12-09,7.16718,7.06559,7.17168,7.10519,22.41
2014-12-10,7.10508,7.10091,7.22429,7.1566,22.32213
2014-12-11,7.15665,7.12264,7.34284,7.32554,22.31565
2014-12-12,7.32554,7.30884,7.39495,7.3696,22.2917
2014-12-13,7.32554,7.30884,7.39495,7.3696,22.2917
2014-12-14,7.32554,7.30884,7.39495,7.3696,22.2917
2014-12-15,7.36967,7.33835,7.48407,7.44851,22.2095
2014-12-16,7.44853,7.41533,7.86693,7.5556,22.15332
2014-12-17,7.55491,7.30001,7.58314,7.42438,22.37449
2014-12-18,7.4239,7.33435,7.45135,7.38965,22.51046
2014-12-19,7.39006,7.31894,7.40207,7.35709,22.60002
2014-12-20,7.39006,7.31894,7.40207,7.35709,22.60002
2014-12-21,7.39006,7.31894,7.40207,7.35709,22.60002
2014-12-22,7.35754,7.32288,7.4488,7.41443,22.56133
2014-12-23,7.41491,7.36243,7.45539,7.42981,22.7895
2014-12-24,7.43079,7.40278,7.5214,7.45425,22.79179
2014-12-25,7.43079,7.40278,7.5214,7.45425,22.79179
2014-12-26,7.43542,7.3864,7.49035,7.44302,22.82642
2014-12-27,7.43542,7.3864,7.49035,7.44302,22.82642
2014-12-28,7.43542,7.3864,7.49035,7.44302,22.82642
2014-12-29,7.4424,7.35652,7.5239,7.44901,22.805
2014-12-30,7.44942,7.39876,7.48022,7.41859,22.8275
2014-12-31,7.419,7.38054,7.49752,7.48813,22.9003
2015-01-01,7.419,7.38054,7.49752,7.48813,22.9003
2015-01-02,7.47391,7.47281,7.67567,7.6236,23.23872
2015-01-03,7.47391,7.47281,7.67567,7.6236,23.23872
2015-01-04,7.47391,7.47281,7.67567,7.6236,23.23872
2015-01-05,7.6236,7.57992,7.67285,7.6205,23.2671
2015-01-06,7.62054,7.59623,7.76887,7.75018,23.32839
2015-01-07,7.75018,7.66196,7.84081,7.68111,23.6055
2015-01-08,7.68113,7.5913,7.70661,7.61197,23.7055
2015-01-09,7.61197,7.60606,7.69398,7.65007,23.94668
2015-01-10,7.61197,7.60606,7.69398,7.65007,23.94668
2015-01-11,7.61197,7.60606,7.69398,7.65007,23.94668
2015-01-12,7.65014,7.63759,7.76198,7.72625,24.1229
2015-01-13,7.7263,7.69317,7.76685,7.75476,24.19259
2015-01-14,7.75486,7.61509,7.77341,7.63329,24.0945
2015-01-15,7.63278,7.55574,7.85236,7.63812,24.18198
2015-01-16,7.63858,7.53882,7.74612,7.55951,24.30037
2015-01-17,7.63858,7.53882,7.74612,7.55951,24.30037
2015-01-18,7.63858,7.53882,7.74612,7.55951,24.30037
2015-01-19,7.5591,7.54375,7.68068,7.63954,24.12473
2015-01-20,7.63996,7.58003,7.69179,7.67761,24.21542
2015-01-21,7.67761,7.54432,7.68588,7.58893,24.18675
2015-01-22,7.58934,7.56338,7.68502,7.6422,24.64048
2015-01-23,7.64213,7.6387,7.82744,7.80766,25.0085
2015-01-24,7.64213,7.6387,7.82744,7.80766,25.0085
2015-01-25,7.64213,7.6387,7.82744,7.80766,25.0085
2015-01-26,7.80674,7.73514,7.81019,7.76416,24.7585
2015-01-27,7.76467,7.69352,7.80712,7.75963,24.7055
2015-01-28,7.76006,7.69947,7.84948,7.82831,24.624
2015-01-29,7.82829,7.76017,7.85883,7.82581,24.6295
2015-01-30,7.82541,7.70731,7.8308,7.72821,24.6102
2015-01-31,7.82541,7.70731,7.8308,7.72821,24.6102
2015-02-01,7.82541,7.70731,7.8308,7.72821,24.6102
2015-02-02,7.72865,7.61512,7.7426,7.64503,24.56254
2015-02-03,7.64551,7.48415,7.65235,7.52812,24.56092
2015-02-04,7.52825,7.5003,7.6322,7.5919,24.51141
2015-02-05,7.59128,7.49805,7.6183,7.51832,24.46357
2015-02-06,7.51832,7.46028,7.63318,7.59732,24.4875
2015-02-07,7.51832,7.46028,7.63318,7.59732,24.4875
2015-02-08,7.51832,7.46028,7.63318,7.59732,24.4875
2015-02-09,7.5969,7.57307,7.65178,7.58813,24.58975
2015-02-10,7.58813,7.5532,7.61516,7.57822,24.59518
2015-02-11,7.57819,7.53953,7.67394,7.6522,24.53615
2015-02-12,7.6522,7.60874,7.73457,7.62131,24.44815
2015-02-13,7.6213,7.55355,7.62995,7.55833,24.28457
2015-02-14,7.6213,7.55355,7.62995,7.55833,24.28457
2015-02-15,7.6213,7.55355,7.62995,7.55833,24.28457
2015-02-16,7.55833,7.53372,7.58563,7.55928,24.41674
2015-02-17,7.55928,7.49519,7.57385,7.51235,24.38018
2015-02-18,7.51275,7.49701,7.5591,7.51015,24.27059
2015-02-19,7.51017,7.50566,7.60263,7.58464,24.10401
2015-02-20,7.58528,7.48983,7.62284,7.53988,24.3935
2015-02-21,7.58528,7.48983,7.62284,7.53988,24.3935
2015-02-22,7.58528,7.48983,7.62284,7.53988,24.3935
2015-02-23,7.54043,7.53401,7.6505,7.61343,24.36295
2015-02-24,7.61386,7.57296,7.64271,7.57541,24.3065
2015-02-25,7.57582,7.52513,7.61012,7.52574,24.1786
2015-02-26,7.52575,7.51879,7.66398,7.64056,24.61443
2015-02-27,7.64056,7.61436,7.68244,7.66295,24.61099
2015-02-28,7.64056,7.61436,7.68244,7.66295,24.61099
2015-03-01,7.64056,7.61436,7.68244,7.66295,24.61099
2015-03-02,7.66294,7.651,7.7053,7.674,24.6185
2015-03-03,7.67401,7.67222,7.71922,7.70922,24.5915
2015-03-04,7.70928,7.69634,7.82313,7.79301,24.8315
2015-03-05,7.79309,7.69958,7.81534,7.71754,24.9063
2015-03-06,7.7175,7.71726,7.90967,7.89344,25.22573
2015-03-07,7.7175,7.71726,7.90967,7.89344,25.22573
2015-03-08,7.7175,7.71726,7.90967,7.89344,25.22573
2015-03-09,7.89342,7.86169,7.9666,7.9568,25.259
2015-03-10,7.9568,7.9521,8.11285,8.10536,25.539
2015-03-11,8.10494,8.08822,8.23556,8.233,25.951
2015-03-12,8.23254,8.04475,8.23254,8.11582,25.949
2015-03-13,8.11583,8.11529,8.23432,8.19236,26.07767
2015-03-14,8.11583,8.11529,8.23432,8.19236,26.07767
2015-03-15,8.11583,8.11529,8.23432,8.19236,26.07767
2015-03-16,8.19235,8.16959,8.27805,8.269,25.99037
2015-03-17,8.26899,8.24681,8.32513,8.30208,25.795
2015-03-18,8.30208,8.00425,8.41665,8.2728,25.7895
2015-03-19,8.27327,8.03156,8.39016,8.06927,25.84776
2015-03-20,8.06927,7.96882,8.12128,8.02429,25.75272
2015-03-21,8.06927,7.96882,8.12128,8.02429,25.75272
2015-03-22,8.06927,7.96882,8.12128,8.02429,25.75272
2015-03-23,8.02428,7.86059,8.07184,7.90684,25.4945
2015-03-24,7.90686,7.79041,7.91195,7.83911,25.16013
2015-03-25,7.83915,7.79708,7.86147,7.82173,25.1038
2015-03-26,7.8216,7.72674,7.92375,7.90202,25.2825
2015-03-27,7.90197,7.89513,8.02769,7.9781,25.47704
2015-03-28,7.90197,7.89513,8.02769,7.9781,25.47704
2015-03-29,7.90197,7.89513,8.02769,7.9781,25.47704
2015-03-30,7.97826,7.94185,8.03747,8.0334,25.4255
2015-03-31,8.0334,8.02254,8.14034,8.02865,25.70058
2015-04-01,8.02863,7.98584,8.11267,8.01336,25.69619
2015-04-02,8.01333,7.93749,8.01759,7.99285,25.5876
2015-04-03,7.99286,7.89459,8.02578,7.91918,25.3365
2015-04-04,7.99286,7.89459,8.02578,7.91918,25.3365
2015-04-05,7.99286,7.89459,8.02578,7.91918,25.3365
2015-04-06,7.91932,7.89149,7.98337,7.9292,25.13
2015-04-07,7.9292,7.92287,8.08496,8.04605,25.34814
2015-04-08,8.046,7.97388,8.07603,8.05466,25.44429
2015-04-09,8.05464,8.03146,8.12693,8.07945,25.7655
2015-04-10,8.0795,8.07398,8.15635,8.10857,25.9049
2015-04-11,8.0795,8.07398,8.15635,8.10857,25.9049
2015-04-12,8.0795,8.07398,8.15635,8.10857,25.9049
2015-04-13,8.10859,8.06309,8.13999,8.09267,26.0278
2015-04-14,8.09267,7.91105,8.12156,7.97,25.96677
2015-04-15,7.97006,7.75439,7.97456,7.78457,25.94229
2015-04-16,7.78463,7.71209,7.87883,7.73629,25.86735
2015-04-17,7.73632,7.72295,7.85502,7.84299,25.60306
2015-04-18,7.73632,7.72295,7.85502,7.84299,25.60306
2015-04-19,7.73632,7.72295,7.85502,7.84299,25.60306
2015-04-20,7.84301,7.78331,7.8984,7.89545,25.58205
2015-04-21,7.8954,7.81818,7.92348,7.87721,25.73112
2015-04-22,7.87723,7.80355,7.92685,7.90884,25.61319
2015-04-23,7.90884,7.80444,7.95756,7.8506,25.68795
2015-04-24,7.8506,7.75685,7.85414,7.79691,25.41092
2015-04-25,7.8506,7.75685,7.85414,7.79691,25.41092
2015-04-26,7.8506,7.75685,7.85414,7.79691,25.41092
2015-04-27,7.79651,7.68435,7.80806,7.72935,25.35633
2015-04-28,7.72935,7.6312,7.75524,7.64322,25.31791
2015-04-29,7.64321,7.45919,7.66042,7.52848,25.0115
2015-04-30,7.52848,7.43918,7.5707,7.54179,24.7602
2015-05-01,7.54178,7.49477,7.63027,7.59991,24.48862
2015-05-02,7.54178,7.49477,7.63027,7.59991,24.48862
2015-05-03,7.54178,7.49477,7.63027,7.59991,24.48862
2015-05-04,7.59992,7.55674,7.6053,7.5932,24.62489
2015-05-05,7.5932,7.54009,7.6684,7.548,24.69018
2015-05-06,7.54803,7.37442,7.55896,7.41859,24.46157
2015-05-07,7.41857,7.3103,7.49879,7.49164,24.4211
2015-05-08,7.49164,7.42054,7.51901,7.5119,24.63765
2015-05-09,7.49164,7.42054,7.51901,7.5119,24.63765
2015-05-10,7.49164,7.42054,7.51901,7.5119,24.63765
2015-05-11,7.5119,7.48942,7.57936,7.55847,24.63364
2015-05-12,7.55845,7.45113,7.55886,7.46235,24.544
2015-05-13,7.46241,7.35011,7.48072,7.36774,24.46647
2015-05-14,7.36774,7.34145,7.39836,7.3642,24.20278
2015-05-15,7.36423,7.28674,7.39733,7.32672,24.191
2015-05-16,7.36423,7.28674,7.39733,7.32672,24.191
2015-05-17,7.36423,7.28674,7.39733,7.32672,24.191
2015-05-18,7.32639,7.31079,7.42281,7.41037,24.2522
2015-05-19,7.41037,7.40255,7.54825,7.53151,24.6345
2015-05-20,7.53151,7.50679,7.59779,7.5551,24.7375
2015-05-21,7.55506,7.52085,7.58886,7.5312,24.65408
2015-05-22,7.5309,7.50327,7.6684,7.65175,24.96475
2015-05-23,7.5309,7.50327,7.6684,7.65175,24.96475
2015-05-24,7.5309,7.50327,7.6684,7.65175,24.96475
2015-05-25,7.65176,7.62404,7.67709,7.66767,25.02635
2015-05-26,7.6676,7.65528,7.7613,7.7436,25.24339
2015-05-27,7.74358,7.70754,7.81719,7.76534,25.31482
2015-05-28,7.76535,7.72698,7.88014,7.79568,25.2755
2015-05-29,7.79571,7.73493,7.83486,7.78681,25.09855
2015-05-30,7.79571,7.73493,7.83486,7.78681,25.09855
2015-05-31,7.79571,7.73493,7.83486,7.78681,25.09855
2015-06-01,7.78716,7.77531,7.98449,7.94877,25.1935
2015-06-02,7.94879,7.75631,7.95786,7.81776,25.11288
2015-06-03,7.81776,7.70931,7.85927,7.76361,24.77481
2015-06-04,7.76365,7.70808,7.81827,7.77791,24.509
2015-06-05,7.77788,7.74292,8.00325,7.95727,24.8108
2015-06-06,7.77788,7.74292,8.00325,7.95727,24.8108
2015-06-07,7.77788,7.74292,8.00325,7.95727,24.8108
2015-06-08,7.9573,7.78211,7.97313,7.8071,24.72448
2015-06-09,7.8071,7.75008,7.8736,7.76992,24.40338
2015-06-10,7.76994,7.64282,7.78726,7.76994,24.26937
2015-06-11,7.76987,7.75298,7.86602,7.84259,24.41871
2015-06-12,7.84224,7.71148,7.88309,7.77853,24.4725
2015-06-13,7.84224,7.71148,7.88309,7.77853,24.4725
2015-06-14,7.84224,7.71148,7.88309,7.77853,24.4725
2015-06-15,7.7785,7.74522,7.79921,7.74901,24.37796
2015-06-16,7.74898,7.73375,7.79224,7.75375,24.31685
2015-06-17,7.75375,7.6354,7.77535,7.64682,24.25626
2015-06-18,7.64685,7.58966,7.80034,7.76013,24.0178
2015-06-19,7.76015,7.7118,7.82049,7.71892,24.10125
2015-06-20,7.76015,7.7118,7.82049,7.71892,24.10125
2015-06-21,7.76015,7.7118,7.82049,7.71892,24.10125
2015-06-22,7.71894,7.67979,7.78942,7.77939,24.13124
2015-06-23,7.77939,7.74125,7.85185,7.81512,24.41408
2015-06-24,7.81514,7.78812,7.88277,7.8284,24.3899
2015-06-25,7.8283,7.78764,7.85992,7.81267,24.4349
2015-06-26,7.81281,7.78338,7.93616,7.90162,24.81127
2015-06-27,7.81281,7.78338,7.93616,7.90162,24.81127
2015-06-28,7.81281,7.78338,7.93616,7.90162,24.81127
2015-06-29,7.90203,7.82144,7.92922,7.87827,24.78582
2015-06-30,7.87827,7.82073,7.91759,7.84951,24.6878
2015-07-01,7.8493,7.81975,7.94582,7.9216,24.69285
2015-07-02,7.92155,7.86945,7.98012,7.95214,24.66703
2015-07-03,7.95219,7.93468,8.07618,8.04012,24.6865
2015-07-04,7.95219,7.93468,8.07618,8.04012,24.6865
2015-07-05,7.95219,7.93468,8.07618,8.04012,24.6865
2015-07-06,8.04012,8.00288,8.10826,8.08941,24.6585
2015-07-07,8.08941,8.07551,8.26886,8.16527,24.82256
2015-07-08,8.16528,8.15078,8.26396,8.20898,24.652
2015-07-09,8.20898,8.07318,8.258,8.09095,24.6395
2015-07-10,8.09097,7.93763,8.09693,8.02314,24.46101
2015-07-11,8.09097,7.93763,8.09693,8.02314,24.46101
2015-07-12,8.09097,7.93763,8.09693,8.02314,24.46101
2015-07-13,8.02355,7.98924,8.10403,8.0778,24.673
2015-07-14,8.07773,8.07756,8.194,8.1077,24.70884
2015-07-15,8.1077,8.10077,8.18172,8.16002,24.77502
2015-07-16,8.16002,8.10158,8.19048,8.14108,24.97009
2015-07-17,8.14107,8.12252,8.19091,8.18505,24.9755
2015-07-18,8.14107,8.12252,8.19091,8.18505,24.9755
2015-07-19,8.14107,8.12252,8.19091,8.18505,24.9755
2015-07-20,8.18508,8.1537,8.24232,8.22379,25.0385
2015-07-21,8.22335,8.09258,8.25978,8.11551,25.04113
2015-07-22,8.11551,8.09504,8.19667,8.14308,24.86553
2015-07-23,8.14328,8.12432,8.19862,8.19217,24.7475
2015-07-24,8.19229,8.16538,8.22705,8.19051,24.75025
2015-07-25,8.19229,8.16538,8.22705,8.19051,24.75025
2015-07-26,8.19229,8.16538,8.22705,8.19051,24.75025
2015-07-27,8.19051,8.12405,8.19775,8.16546,24.5745
2015-07-28,8.16546,8.14246,8.21395,8.14924,24.516
2015-07-29,8.14923,8.0856,8.20251,8.15752,24.704
2015-07-30,8.15752,8.12687,8.19493,8.15379,24.80676
2015-07-31,8.15379,8.07306,8.21339,8.17863,24.7606
2015-08-01,8.15379,8.07306,8.21339,8.17863,24.7606
2015-08-02,8.15379,8.07306,8.21339,8.17863,24.7606
2015-08-03,8.17863,8.17345,8.26124,8.2505,24.711
2015-08-04,8.2505,8.18089,8.30048,8.2956,24.899
